timestamp,model,sales
2025-04-25T09:28:19Z,rtx3080,6
2025-04-25T09:28:19Z,rtx3090,18
2025-04-25T09:28:19Z,rx6700,14
2025-04-25T09:29:17Z,rtx3060,0
2025-04-25T09:29:18Z,rtx3070,16
2025-04-25T09:29:18Z,rtx3080,16
2025-04-25T09:29:18Z,rtx3090,17
2025-04-25T09:29:18Z,rx6700,19
2025-04-25T09:30:16Z,rtx3060,12
2025-04-25T09:30:16Z,rtx3070,8
2025-04-25T09:30:16Z,rtx3080,8
2025-04-25T09:30:16Z,rtx3090,1
2025-04-25T09:30:16Z,rx6700,16
2025-04-25T09:31:15Z,rtx3060,0
2025-04-25T09:31:15Z,rtx3070,19
2025-04-25T09:31:15Z,rtx3080,19
2025-04-25T09:31:15Z,rtx3090,10
2025-04-25T09:31:15Z,rx6700,11
2025-04-25T09:32:13Z,rtx3060,20
2025-04-25T09:32:13Z,rtx3070,1
2025-04-25T09:32:13Z,rtx3080,1
2025-04-25T09:32:13Z,rtx3090,14
2025-04-25T09:32:13Z,rx6700,0
2025-04-25T09:33:11Z,rtx3060,18
2025-04-25T09:33:11Z,rtx3070,16
2025-04-25T09:33:11Z,rtx3080,16
2025-04-25T09:33:11Z,rtx3090,5
2025-04-25T09:33:11Z,rx6700,17
2025-04-25T09:34:09Z,rtx3060,11
2025-04-25T09:34:09Z,rtx3070,3
2025-04-25T09:34:09Z,rtx3080,3
2025-04-25T09:34:09Z,rtx3090,6
2025-04-25T09:34:09Z,rx6700,3
2025-04-25T09:35:07Z,rtx3060,16
2025-04-25T09:35:07Z,rtx3070,9
2025-04-25T09:35:07Z,rtx3080,9
2025-04-25T09:35:07Z,rtx3090,0
2025-04-25T09:35:07Z,rx6700,5
2025-04-25T09:36:05Z,rtx3060,9
2025-04-25T09:36:05Z,rtx3070,6
2025-04-25T09:36:05Z,rtx3080,6
2025-04-25T09:36:05Z,rtx3090,1
2025-04-25T09:36:06Z,rx6700,9
2025-04-25T09:37:04Z,rtx3060,20
2025-04-25T09:37:04Z,rtx3070,15
2025-04-25T09:37:04Z,rtx3080,15
2025-04-25T09:37:04Z,rtx3090,12
2025-04-25T09:37:04Z,rx6700,13
2025-04-25T09:38:03Z,rtx3060,15
2025-04-25T09:38:03Z,rtx3070,17
2025-04-25T09:38:03Z,rtx3080,17
2025-04-25T09:38:03Z,rtx3090,4
2025-04-25T09:38:03Z,rx6700,13
2025-04-25T09:39:01Z,rtx3060,4
2025-04-25T09:39:01Z,rtx3070,10
2025-04-25T09:39:01Z,rtx3080,10
2025-04-25T09:39:01Z,rtx3090,2
2025-04-25T09:39:01Z,rx6700,18
2025-04-25T09:39:59Z,rtx3060,4
2025-04-25T09:39:59Z,rtx3070,10
2025-04-25T09:39:59Z,rtx3080,10
2025-04-25T09:39:59Z,rtx3090,2
2025-04-25T09:39:59Z,rx6700,18
2025-04-25T09:40:57Z,rtx3060,3
2025-04-25T09:40:57Z,rtx3070,1
2025-04-25T09:40:57Z,rtx3080,1
2025-04-25T09:40:57Z,rtx3090,15
2025-04-25T09:40:57Z,rx6700,8
2025-04-25T09:41:55Z,rtx3060,19
2025-04-25T09:41:55Z,rtx3070,17
2025-04-25T09:41:55Z,rtx3080,17
2025-04-25T09:41:55Z,rtx3090,10
2025-04-25T09:41:55Z,rx6700,1
2025-04-25T09:42:53Z,rtx3060,2
2025-04-25T09:42:53Z,rtx3070,6
2025-04-25T09:42:53Z,rtx3080,6
2025-04-25T09:42:53Z,rtx3090,10
2025-04-25T09:42:54Z,rx6700,1
2025-04-25T09:43:52Z,rtx3060,4
2025-04-25T09:43:52Z,rtx3070,8
2025-04-25T09:43:52Z,rtx3080,8
2025-04-25T09:43:52Z,rtx3090,19
2025-04-25T09:43:52Z,rx6700,13
2025-04-25T09:44:50Z,rtx3060,6
2025-04-25T09:44:50Z,rtx3070,12
2025-04-25T09:44:50Z,rtx3080,12
2025-04-25T09:44:50Z,rtx3090,8
2025-04-25T09:44:50Z,rx6700,19
2025-04-25T09:45:48Z,rtx3060,20
2025-04-25T09:45:48Z,rtx3070,8
2025-04-25T09:45:48Z,rtx3080,8
2025-04-25T09:45:49Z,rtx3090,2
2025-04-25T09:45:49Z,rx6700,12
2025-04-25T09:46:47Z,rtx3060,9
2025-04-25T09:46:47Z,rtx3070,18
2025-04-25T09:46:47Z,rtx3080,18
2025-04-25T09:46:47Z,rtx3090,3
2025-04-25T09:46:47Z,rx6700,9
2025-04-25T09:47:45Z,rtx3060,9
2025-04-25T09:47:45Z,rtx3070,1
2025-04-25T09:47:45Z,rtx3080,1
2025-04-25T09:47:45Z,rtx3090,3
2025-04-25T09:47:45Z,rx6700,13
2025-04-25T09:48:43Z,rtx3060,18
2025-04-25T09:48:43Z,rtx3070,15
2025-04-25T09:48:43Z,rtx3080,15
2025-04-25T09:48:43Z,rtx3090,0
2025-04-25T09:48:43Z,rx6700,18
2025-04-25T09:49:42Z,rtx3060,12
2025-04-25T09:49:42Z,rtx3070,11
2025-04-25T09:49:42Z,rtx3080,11
2025-04-25T09:49:42Z,rtx3090,10
2025-04-25T09:49:42Z,rx6700,14
2025-04-25T09:50:40Z,rtx3060,9
2025-04-25T09:50:40Z,rtx3070,5
2025-04-25T09:50:40Z,rtx3080,5
2025-04-25T09:50:40Z,rtx3090,12
2025-04-25T09:50:40Z,rx6700,11
2025-04-25T09:51:38Z,rtx3060,10
2025-04-25T09:51:38Z,rtx3070,12
2025-04-25T09:51:38Z,rtx3080,12
2025-04-25T09:51:38Z,rtx3090,4
2025-04-25T09:51:38Z,rx6700,20
2025-04-25T09:52:36Z,rtx3060,16
2025-04-25T09:52:36Z,rtx3070,16
2025-04-25T09:52:36Z,rtx3080,16
2025-04-25T09:52:36Z,rtx3090,2
2025-04-25T09:52:36Z,rx6700,20
2025-04-25T09:53:34Z,rtx3060,0
2025-04-25T09:53:34Z,rtx3070,5
2025-04-25T09:53:34Z,rtx3080,5
2025-04-25T09:53:34Z,rtx3090,9
2025-04-25T09:53:34Z,rx6700,12
2025-04-25T09:54:32Z,rtx3060,6
2025-04-25T09:54:32Z,rtx3070,3
2025-04-25T09:54:32Z,rtx3080,3
2025-04-25T09:54:32Z,rtx3090,14
2025-04-25T09:54:32Z,rx6700,5
2025-04-25T09:55:30Z,rtx3060,17
2025-04-25T09:55:30Z,rtx3070,3
2025-04-25T09:55:30Z,rtx3080,3
2025-04-25T09:55:30Z,rtx3090,4
2025-04-25T09:55:30Z,rx6700,18
2025-04-25T09:56:29Z,rtx3060,19
2025-04-25T09:56:29Z,rtx3070,8
2025-04-25T09:56:30Z,rtx3080,8
2025-04-25T09:56:30Z,rtx3090,2
2025-04-25T09:56:30Z,rx6700,15
2025-04-25T09:57:28Z,rtx3060,1
2025-04-25T09:57:28Z,rtx3070,2
2025-04-25T09:57:28Z,rtx3080,2
2025-04-25T09:57:28Z,rtx3090,14
2025-04-25T09:57:28Z,rx6700,19
2025-04-25T09:58:26Z,rtx3060,8
2025-04-25T09:58:26Z,rtx3070,3
2025-04-25T09:58:26Z,rtx3080,3
2025-04-25T09:58:26Z,rtx3090,11
2025-04-25T09:58:26Z,rx6700,2
2025-04-25T09:59:24Z,rtx3060,10
2025-04-25T09:59:24Z,rtx3070,1
2025-04-25T09:59:24Z,rtx3080,1
2025-04-25T09:59:24Z,rtx3090,17
2025-04-25T09:59:24Z,rx6700,16
2025-04-25T10:00:22Z,rtx3060,1
2025-04-25T10:00:22Z,rtx3070,18
2025-04-25T10:00:22Z,rtx3080,18
2025-04-25T10:00:22Z,rtx3090,3
2025-04-25T10:00:22Z,rx6700,15
2025-04-25T10:01:20Z,rtx3060,20
2025-04-25T10:01:20Z,rtx3070,4
2025-04-25T10:01:20Z,rtx3080,4
2025-04-25T10:01:20Z,rtx3090,14
2025-04-25T10:01:20Z,rx6700,6
2025-04-25T10:02:18Z,rtx3060,10
2025-04-25T10:02:18Z,rtx3070,3
2025-04-25T10:02:18Z,rtx3080,3
2025-04-25T10:02:18Z,rtx3090,7
2025-04-25T10:02:18Z,rx6700,19
2025-04-25T10:03:17Z,rtx3060,4
2025-04-25T10:03:17Z,rtx3070,14
2025-04-25T10:03:17Z,rtx3080,14
2025-04-25T10:03:17Z,rtx3090,11
2025-04-25T10:03:17Z,rx6700,13
2025-04-25T10:04:15Z,rtx3060,6
2025-04-25T10:04:15Z,rtx3070,20
2025-04-25T10:04:15Z,rtx3080,20
2025-04-25T10:04:15Z,rtx3090,4
2025-04-25T10:04:15Z,rx6700,2
2025-04-25T10:05:13Z,rtx3060,12
2025-04-25T10:05:13Z,rtx3070,5
2025-04-25T10:05:14Z,rtx3080,5
2025-04-25T10:05:14Z,rtx3090,8
2025-04-25T10:05:14Z,rx6700,13
2025-04-25T10:06:12Z,rtx3060,13
2025-04-25T10:06:12Z,rtx3070,17
2025-04-25T10:06:12Z,rtx3080,17
2025-04-25T10:06:12Z,rtx3090,14
2025-04-25T10:06:12Z,rx6700,16
2025-04-25T10:07:10Z,rtx3060,4
2025-04-25T10:07:10Z,rtx3070,13
2025-04-25T10:07:10Z,rtx3080,13
2025-04-25T10:07:10Z,rtx3090,18
2025-04-25T10:07:10Z,rx6700,12
2025-04-25T10:08:08Z,rtx3060,6
2025-04-25T10:08:08Z,rtx3070,20
2025-04-25T10:08:08Z,rtx3080,20
2025-04-25T10:08:08Z,rtx3090,17
2025-04-25T10:08:08Z,rx6700,0
2025-04-25T10:09:08Z,rtx3060,14
2025-04-25T10:09:08Z,rtx3070,7
2025-04-25T10:09:08Z,rtx3080,7
2025-04-25T10:09:08Z,rtx3090,1
2025-04-25T10:09:08Z,rx6700,14
2025-04-25T10:10:05Z,rtx3060,8
2025-04-25T10:10:05Z,rtx3070,9
2025-04-25T10:10:05Z,rtx3080,9
2025-04-25T10:10:05Z,rtx3090,12
2025-04-25T10:10:05Z,rx6700,1
2025-04-25T10:11:06Z,rtx3060,9
2025-04-25T10:11:06Z,rtx3070,6
2025-04-25T10:11:06Z,rtx3080,6
2025-04-25T10:11:06Z,rtx3090,1
2025-04-25T10:11:06Z,rx6700,4
2025-04-25T11:24:15Z,rtx3060,0
2025-04-25T11:24:15Z,rtx3070,2
2025-04-25T11:24:15Z,rtx3080,2
2025-04-25T11:24:15Z,rtx3090,12
2025-04-25T11:24:15Z,rx6700,1
2025-04-25T11:25:15Z,rtx3060,15
2025-04-25T11:25:15Z,rtx3070,0
2025-04-25T11:25:15Z,rtx3080,0
2025-04-25T11:25:15Z,rtx3090,4
2025-04-25T11:25:15Z,rx6700,14
2025-04-25T11:26:15Z,rtx3060,16
2025-04-25T11:26:15Z,rtx3070,10
2025-04-25T11:26:15Z,rtx3080,10
2025-04-25T11:26:15Z,rtx3090,11
2025-04-25T11:26:15Z,rx6700,6
2025-04-25T11:27:14Z,rtx3060,6
2025-04-25T11:27:14Z,rtx3070,8
2025-04-25T11:27:14Z,rtx3080,8
2025-04-25T11:27:14Z,rtx3090,4
2025-04-25T11:27:14Z,rx6700,17
2025-04-25T11:28:13Z,rtx3060,15
2025-04-25T11:28:13Z,rtx3070,6
2025-04-25T11:28:13Z,rtx3080,6
2025-04-25T11:28:13Z,rtx3090,18
2025-04-25T11:28:13Z,rx6700,14
2025-04-25T11:29:12Z,rtx3060,0
2025-04-25T11:29:12Z,rtx3070,16
2025-04-25T11:29:12Z,rtx3080,16
2025-04-25T11:29:12Z,rtx3090,17
2025-04-25T11:29:12Z,rx6700,19
2025-04-25T11:30:11Z,rtx3060,12
2025-04-25T11:30:11Z,rtx3070,8
2025-04-25T11:30:11Z,rtx3080,8
2025-04-25T11:30:11Z,rtx3090,1
2025-04-25T11:30:11Z,rx6700,16
2025-04-25T11:31:10Z,rtx3060,0
2025-04-25T11:31:10Z,rtx3070,19
2025-04-25T11:31:10Z,rtx3080,19
2025-04-25T11:31:10Z,rtx3090,10
2025-04-25T11:31:10Z,rx6700,11
2025-04-25T11:32:08Z,rtx3060,20
2025-04-25T11:32:08Z,rtx3070,1
2025-04-25T11:32:08Z,rtx3080,1
2025-04-25T11:32:08Z,rtx3090,14
2025-04-25T11:32:08Z,rx6700,0
2025-04-25T11:33:07Z,rtx3060,18
2025-04-25T11:33:07Z,rtx3070,16
2025-04-25T11:33:07Z,rtx3080,16
2025-04-25T11:33:07Z,rtx3090,5
2025-04-25T11:33:07Z,rx6700,17
2025-04-25T11:34:05Z,rtx3060,11
2025-04-25T11:34:05Z,rtx3070,3
2025-04-25T11:34:05Z,rtx3080,3
2025-04-25T11:34:05Z,rtx3090,6
2025-04-25T11:34:05Z,rx6700,3
2025-04-25T11:35:04Z,rtx3060,16
2025-04-25T11:35:04Z,rtx3070,9
2025-04-25T11:35:04Z,rtx3080,9
2025-04-25T11:35:04Z,rtx3090,0
2025-04-25T11:35:04Z,rx6700,5
2025-04-25T11:36:03Z,rtx3060,9
2025-04-25T11:36:03Z,rtx3070,6
2025-04-25T11:36:03Z,rtx3080,6
2025-04-25T11:36:03Z,rtx3090,1
2025-04-25T11:36:03Z,rx6700,9
2025-04-25T11:37:01Z,rtx3060,20
2025-04-25T11:37:01Z,rtx3070,15
2025-04-25T11:37:02Z,rtx3080,15
2025-04-25T11:37:02Z,rtx3090,12
2025-04-25T11:37:02Z,rx6700,13
2025-04-25T11:38:00Z,rtx3060,15
2025-04-25T11:38:00Z,rtx3070,17
2025-04-25T11:38:00Z,rtx3080,17
2025-04-25T11:38:00Z,rtx3090,4
2025-04-25T11:38:00Z,rx6700,13
2025-04-25T11:38:58Z,rtx3060,15
2025-04-25T11:38:58Z,rtx3070,17
2025-04-25T11:38:58Z,rtx3080,17
2025-04-25T11:38:58Z,rtx3090,4
2025-04-25T11:38:58Z,rx6700,13
2025-04-25T11:39:58Z,rtx3060,4
2025-04-25T11:39:58Z,rtx3070,10
2025-04-25T11:39:58Z,rtx3080,10
2025-04-25T11:39:58Z,rtx3090,2
2025-04-25T11:39:58Z,rx6700,18
2025-04-25T11:40:56Z,rtx3060,3
2025-04-25T11:40:56Z,rtx3070,1
2025-04-25T11:40:56Z,rtx3080,1
2025-04-25T11:40:56Z,rtx3090,15
2025-04-25T11:40:56Z,rx6700,8
2025-04-25T11:41:55Z,rtx3060,19
2025-04-25T11:41:55Z,rtx3070,17
2025-04-25T11:41:55Z,rtx3080,17
2025-04-25T11:41:55Z,rtx3090,10
2025-04-25T11:41:55Z,rx6700,1
2025-04-25T11:42:53Z,rtx3060,2
2025-04-25T11:42:53Z,rtx3070,6
2025-04-25T11:42:53Z,rtx3080,6
2025-04-25T11:42:53Z,rtx3090,10
2025-04-25T11:42:53Z,rx6700,1
2025-04-25T11:43:52Z,rtx3060,4
2025-04-25T11:43:52Z,rtx3070,8
2025-04-25T11:43:52Z,rtx3080,8
2025-04-25T11:43:52Z,rtx3090,19
2025-04-25T11:43:52Z,rx6700,13
2025-04-25T11:44:50Z,rtx3060,6
2025-04-25T11:44:50Z,rtx3070,12
2025-04-25T11:44:50Z,rtx3080,12
2025-04-25T11:44:50Z,rtx3090,8
2025-04-25T11:44:50Z,rx6700,19
2025-04-25T11:45:48Z,rtx3060,20
2025-04-25T11:45:48Z,rtx3070,8
2025-04-25T11:45:48Z,rtx3080,8
2025-04-25T11:45:48Z,rtx3090,2
2025-04-25T11:45:48Z,rx6700,12
2025-04-25T11:46:48Z,rtx3060,9
2025-04-25T11:46:48Z,rtx3070,18
2025-04-25T11:46:48Z,rtx3080,18
2025-04-25T11:46:48Z,rtx3090,3
2025-04-25T11:46:48Z,rx6700,9
2025-04-25T11:47:46Z,rtx3060,9
2025-04-25T11:47:46Z,rtx3070,1
2025-04-25T11:47:46Z,rtx3080,1
2025-04-25T11:47:46Z,rtx3090,3
2025-04-25T11:47:46Z,rx6700,13
2025-04-25T11:48:44Z,rtx3060,18
2025-04-25T11:48:44Z,rtx3070,15
2025-04-25T11:48:44Z,rtx3080,15
2025-04-25T11:48:44Z,rtx3090,0
2025-04-25T11:48:44Z,rx6700,18
2025-04-25T11:49:42Z,rtx3060,12
2025-04-25T11:49:42Z,rtx3070,11
2025-04-25T11:49:42Z,rtx3080,11
2025-04-25T11:49:42Z,rtx3090,10
2025-04-25T11:49:42Z,rx6700,14
2025-04-25T11:50:41Z,rtx3060,9
2025-04-25T11:50:41Z,rtx3070,5
2025-04-25T11:50:41Z,rtx3080,5
2025-04-25T11:50:41Z,rtx3090,12
2025-04-25T11:50:41Z,rx6700,11
2025-04-25T11:51:39Z,rtx3060,10
2025-04-25T11:51:39Z,rtx3070,12
2025-04-25T11:51:39Z,rtx3080,12
2025-04-25T11:51:39Z,rtx3090,4
2025-04-25T11:51:39Z,rx6700,20
2025-04-25T11:52:37Z,rtx3060,16
2025-04-25T11:52:37Z,rtx3070,16
2025-04-25T11:52:37Z,rtx3080,16
2025-04-25T11:52:37Z,rtx3090,2
2025-04-25T11:52:37Z,rx6700,20
2025-04-25T11:53:36Z,rtx3060,0
2025-04-25T11:53:36Z,rtx3070,5
2025-04-25T11:53:36Z,rtx3080,5
2025-04-25T11:53:36Z,rtx3090,9
2025-04-25T11:53:36Z,rx6700,12
2025-04-25T11:54:35Z,rtx3060,6
2025-04-25T11:54:35Z,rtx3070,3
2025-04-25T11:54:35Z,rtx3080,3
2025-04-25T11:54:35Z,rtx3090,14
2025-04-25T11:54:35Z,rx6700,5
2025-04-25T11:55:33Z,rtx3060,17
2025-04-25T11:55:33Z,rtx3070,3
2025-04-25T11:55:33Z,rtx3080,3
2025-04-25T11:55:33Z,rtx3090,4
2025-04-25T11:55:33Z,rx6700,18
2025-05-27T13:12:43Z,rtx3060,1
2025-05-27T13:12:43Z,rtx3070,18
2025-05-27T13:12:43Z,rtx3080,18
2025-05-27T13:12:43Z,rtx3090,15
2025-05-27T13:12:43Z,rx6700,11
2025-05-27T13:26:03Z,rtx3060,6
2025-05-27T13:26:03Z,rtx3070,7
2025-05-27T13:26:03Z,rtx3080,7
2025-05-27T13:26:03Z,rtx3090,20
2025-05-27T13:26:03Z,rx6700,0
2025-05-27T14:19:03Z,rtx3060,2
2025-05-27T14:19:03Z,rtx3070,19
2025-05-27T14:19:03Z,rtx3080,19
2025-05-27T14:19:03Z,rtx3090,14
2025-05-27T14:19:03Z,rx6700,2
2025-05-27T14:54:53Z,rtx3060,8
2025-05-27T14:54:53Z,rtx3070,9
2025-05-27T14:54:53Z,rtx3080,9
2025-05-27T14:54:53Z,rtx3090,8
2025-05-27T14:54:53Z,rx6700,11
2025-05-27T14:56:45Z,rtx3060,5
2025-05-27T14:56:45Z,rtx3070,6
2025-05-27T14:56:45Z,rtx3080,6
2025-05-27T14:56:45Z,rtx3090,3
2025-05-27T14:56:45Z,rx6700,18
2025-05-27T14:57:38Z,rtx3060,14
2025-05-27T14:57:38Z,rtx3070,12
2025-05-27T14:57:38Z,rtx3080,12
2025-05-27T14:57:38Z,rtx3090,10
2025-05-27T14:57:38Z,rx6700,20
2025-05-27T14:58:56Z,rtx3060,8
2025-05-27T14:58:56Z,rtx3070,19
2025-05-27T14:58:56Z,rtx3080,19
2025-05-27T14:58:56Z,rtx3090,10
2025-05-27T14:58:56Z,rx6700,6
2025-05-27T15:05:17Z,rtx3060,9
2025-05-27T15:05:17Z,rtx3070,9
2025-05-27T15:05:17Z,rtx3080,9
2025-05-27T15:05:17Z,rtx3090,9
2025-05-27T15:05:17Z,rx6700,15
2025-05-27T15:08:05Z,rtx3060,13
2025-05-27T15:08:05Z,rtx3070,16
2025-05-27T15:08:05Z,rtx3080,16
2025-05-27T15:08:05Z,rtx3090,19
2025-05-27T15:08:05Z,rx6700,12
2025-05-27T15:09:25Z,rtx3060,8
2025-05-27T15:09:25Z,rtx3070,7
2025-05-27T15:09:25Z,rtx3080,7
2025-05-27T15:09:25Z,rtx3090,9
2025-05-27T15:09:25Z,rx6700,5
2025-05-27T15:11:35Z,rtx3060,3
2025-05-27T15:11:35Z,rtx3070,15
2025-05-27T15:11:35Z,rtx3080,15
2025-05-27T15:11:35Z,rtx3090,4
2025-05-27T15:11:35Z,rx6700,12
2025-05-27T15:12:56Z,rtx3060,1
2025-05-27T15:12:56Z,rtx3070,18
2025-05-27T15:12:56Z,rtx3080,18
2025-05-27T15:12:56Z,rtx3090,15
2025-05-27T15:12:56Z,rx6700,11
2025-05-27T15:13:20Z,rtx3060,10
2025-05-27T15:13:20Z,rtx3070,11
2025-05-27T15:13:20Z,rtx3080,11
2025-05-27T15:13:20Z,rtx3090,10
2025-05-27T15:13:20Z,rx6700,2
2025-05-27T15:14:16Z,rtx3060,7
2025-05-27T15:14:16Z,rtx3070,12
2025-05-27T15:14:16Z,rtx3080,12
2025-05-27T15:14:16Z,rtx3090,15
2025-05-27T15:14:16Z,rx6700,12
2025-05-27T15:14:34Z,rtx3060,7
2025-05-27T15:14:34Z,rtx3070,12
2025-05-27T15:14:34Z,rtx3080,12
2025-05-27T15:14:34Z,rtx3090,15
2025-05-27T15:14:34Z,rx6700,12
2025-05-27T15:15:24Z,rtx3060,9
2025-05-27T15:15:24Z,rtx3070,18
2025-05-27T15:15:24Z,rtx3080,18
2025-05-27T15:15:24Z,rtx3090,20
2025-05-27T15:15:24Z,rx6700,18
2025-05-27T15:22:55Z,rtx3060,10
2025-05-27T15:22:55Z,rtx3070,2
2025-05-27T15:22:55Z,rtx3080,2
2025-05-27T15:22:55Z,rtx3090,19
2025-05-27T15:22:55Z,rx6700,17
2025-05-27T15:24:00Z,rtx3060,6
2025-05-27T15:24:00Z,rtx3070,15
2025-05-27T15:24:00Z,rtx3080,15
2025-05-27T15:24:00Z,rtx3090,2
2025-05-27T15:24:00Z,rx6700,6
2025-05-27T15:31:04Z,rtx3060,1
2025-05-27T15:31:04Z,rtx3070,11
2025-05-27T15:31:04Z,rtx3080,11
2025-05-27T15:31:04Z,rtx3090,4
2025-05-27T15:31:04Z,rx6700,16
2025-05-27T15:31:26Z,rtx3060,1
2025-05-27T15:31:26Z,rtx3070,11
2025-05-27T15:31:26Z,rtx3080,11
2025-05-27T15:31:26Z,rtx3090,4
2025-05-27T15:31:26Z,rx6700,16
2025-05-27T15:37:54Z,rtx3060,15
2025-05-27T15:37:54Z,rtx3070,18
2025-05-27T15:37:54Z,rtx3080,18
2025-05-27T15:37:54Z,rtx3090,11
2025-05-27T15:37:54Z,rx6700,19
2025-05-27T15:38:25Z,rtx3060,19
2025-05-27T15:38:25Z,rtx3070,13
2025-05-27T15:38:25Z,rtx3080,13
2025-05-27T15:38:25Z,rtx3090,9
2025-05-27T15:38:25Z,rx6700,5
2025-05-27T16:05:21Z,rtx3060,16
2025-05-27T16:05:21Z,rtx3070,20
2025-05-27T16:05:21Z,rtx3080,20
